Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
48,48Bw04,13,2,Bw04,Middle2,Middle2,poured,poured,poured,4,6,Content,0.026325779,VERB
48,48Bw05,14,2,Bw05,Middle2,Middle2,the,the,the,5,3,Function,0.15129174,PRON
48,48Bw06,15,2,Bw06,Middle2,Middle2,same,same,same,6,4,Content,0.10331239,ADJ
48,48Bw07,16,2,Bw07,Middle2,Middle2,pints,pints,pints,7,5,Content,0.4261841,NOUN
48,48Bw08,17,2,Bw08,Middle2,Middle2,of,of,of,8,2,Function,WordNotInVocabulary,ADP
48,48Bw09,18,2,Bw09,Middle2,Middle2,stout,stout,stout,9,5,Content,0.28584614,PROPN
48,48Bw10,19,2,Bw10,Middle2,Middle2,and,and,and,10,3,Function,WordNotInVocabulary,CCONJ
48,48Bw11,20,2,Bw11,Middle2,Middle2,familiar,familiar,familiar,11,8,Content,0.09983353,ADJ
48,48Bw12,21,2,Bw12,Middle2,Middle2,bottles,bottles,bottles,12,7,Content,0.39471427,NOUN
48,48Bw13,22,2,Bw13,Middle2,Middle2,of,of,of,13,2,Function,WordNotInVocabulary,ADP
48,48Bw14,23,2,Bw14,Middle2,Middle2,"whiskey,","whiskey,",whiskey,14,7,Content,0.5344836,NOUN
48,48Bw15,24,2,Bw15,Middle2,Middle2,but,but,but,15,3,Function,0.20617992,CCONJ
48,48Bw16,25,2,Bw16,Middle2,Middle2,in,in,in,16,2,Function,0.14653632,ADP
48,48Bw17,26,2,Bw17,Middle2,Middle2,recent,recent,recent,17,6,Content,0.07921833,ADJ
48,48Bw18,27,2,Bw18,Middle2,Middle2,years,years,years,18,5,Content,0.28222433,NOUN
48,48Bw19,28,2,Bw19,Middle2,Middle2,a,a,a,19,1,Function,WordNotInVocabulary,INTJ
48,48Bw20,29,2,Bw20,Middle2,Middle2,shift,shift,shift,20,5,Content,0.12409185,NOUN
48,48Bw21,30,2,Bw21,Middle2,Middle2,has,has,has,21,3,Content,0.16187935,VERB
48,48Bw22,31,2,Bw22,Middle2,Middle2,shaken,shaken,shaken,22,6,Content,0.23129427,VERB
48,48Bw23,32,2,Bw23,Middle2,Middle2,the,the,the,23,3,Function,0.29456535,PRON
48,48Bw24,33,2,Bw24,BEN-2,BEN-2,local,local,local,24,5,Content,0.2488195,ADJ
48,48Bw25,34,2,Bw25,BEN-1,BEN-1,drinking,drinking,drinking,25,8,Content,0.48037246,NOUN
48,48Bw26,35,2,Bw26,BEN,BEN,scene.,scene.,scene,26,5,Content,0.21632992,NOUN
49,49Aw01,1,1,Aw01,Aw01,Aw01,For,For,For,1,3,Function,,ADP
49,49Aw02,2,1,Aw02,Aw02,Aw02,"airlines,","airlines,",airlines,2,8,Content,NA,NOUN
49,49Aw03,3,1,Aw03,Aw03,Aw03,time,time,time,3,4,Content,0.09295343,NOUN
49,49Aw04,4,1,Aw04,Middle1,Middle1,on,on,on,4,2,Function,0.15492573,ADP
49,49Aw05,5,1,Aw05,Middle1,Middle1,the,the,the,5,3,Function,0.23628144,PRON
49,49Aw06,6,1,Aw06,AEN-2,AEN-2,ground,ground,ground,6,6,Content,0.121992625,NOUN
49,49Aw07,7,1,Aw07,AEN-1,AEN-1,is,is,is,7,2,Content,0.1385036,AUX
49,49Aw08,8,1,Aw08,AEN,AEN,money.,money.,money,8,5,Content,0.25142482,NOUN
49,49Bw01,9,2,Bw01,Bw01,Bw01,Financially,Financially,Financially,1,11,Content,,ADV
49,49Bw02,10,2,Bw02,Bw02,Bw02,"speaking,","speaking,",speaking,2,8,Content,0.13324948,VERB
49,49Bw03,11,2,Bw03,Bw03,Bw03,planes,planes,planes,3,6,Content,0.039656803,NOUN
49,49Bw04,12,2,Bw04,Middle2,Middle2,only,only,only,4,4,Content,0.16936986,ADV
49,49Bw05,13,2,Bw05,Middle2,Middle2,earn,earn,earn,5,4,Content,0.10415237,ADV
49,49Bw06,14,2,Bw06,Middle2,Middle2,revenue,revenue,revenue,6,7,Content,0.24984863,NOUN
49,49Bw07,15,2,Bw07,Middle2,Middle2,for,for,for,7,3,Function,0.2814962,ADP
49,49Bw08,16,2,Bw08,Middle2,Middle2,their,their,their,8,5,Function,0.19533473,PRON
49,49Bw09,17,2,Bw09,Middle2,Middle2,companies,companies,companies,9,9,Content,0.30448094,NOUN
49,49Bw10,18,2,Bw10,Middle2,Middle2,when,when,when,10,4,Content,0.18172619,SCONJ
49,49Bw11,19,2,Bw11,Middle2,Middle2,they,they,they,11,4,Function,0.4088683,PRON
49,49Bw12,20,2,Bw12,Middle2,Middle2,are,are,are,12,3,Content,0.24902949,AUX
49,49Bw13,21,2,Bw13,Middle2,Middle2,in,in,in,13,2,Function,0.3107052,ADP
49,49Bw14,22,2,Bw14,Middle2,Middle2,the,the,the,14,3,Function,0.3339092,PRON
49,49Bw15,23,2,Bw15,Middle2,Middle2,"air,","air,",air,15,3,Content,0.17785108,NOUN
49,49Bw16,24,2,Bw16,BEN-2,BEN-2,ferrying,ferrying,ferrying,16,8,Content,0.26063302,VERB
49,49Bw17,25,2,Bw17,BEN-1,BEN-1,paying,paying,paying,17,6,Content,0.44192657,VERB
49,49Bw18,26,2,Bw18,BEN,BEN,passengers.,passengers.,passengers,18,10,Content,0.33614337,NOUN
50,50Aw01,1,1,Aw01,Aw01,Aw01,Traveling,Traveling,Traveling,1,9,Content,,VERB
50,50Aw02,2,1,Aw02,Aw02,Aw02,can,can,can,2,3,Function,0.11156971,AUX
50,50Aw03,3,1,Aw03,Aw03,Aw03,wreak,wreak,wreak,3,5,Content,0.06757222,NOUN
50,50Aw04,4,1,Aw04,Middle1,Middle1,havoc,havoc,havoc,4,5,Content,0.31887585,PROPN
50,50Aw05,5,1,Aw05,AEN-2,AEN-2,on,on,on,5,2,Function,0.081797786,ADP
50,50Aw06,6,1,Aw06,AEN-1,AEN-1,your,your,your,6,4,Function,0.105071135,PRON
50,50Aw07,7,1,Aw07,AEN,AEN,fitness.,fitness.,fitness,7,7,Content,0.06893097,NOUN
50,50Bw01,8,2,Bw01,Bw01,Bw01,If,If,If,1,2,Function,,SCONJ
50,50Bw02,9,2,Bw02,Bw02,Bw02,you,you,you,2,3,Function,NA,PRON
50,50Bw03,10,2,Bw03,Bw03,Bw03,are,are,are,3,3,Content,NA,AUX
50,50Bw04,11,2,Bw04,Middle2,Middle2,"lucky,","lucky,",lucky,4,5,Content,0.050143354,ADJ
50,50Bw05,12,2,Bw05,Middle2,Middle2,all,all,all,5,3,Function,0.33427736,PRON
50,50Bw06,13,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.19397672,PRON
50,50Bw07,14,2,Bw07,Middle2,Middle2,sightseeing,sightseeing,sightseeing,7,11,Content,0.13291074,NOUN
50,50Bw08,15,2,Bw08,Middle2,Middle2,you,you,you,8,3,Function,0.2528864,PRON
50,50Bw09,16,2,Bw09,Middle2,Middle2,do,do,do,9,2,Content,0.3689554,VERB
50,50Bw10,17,2,Bw10,Middle2,Middle2,on,on,on,10,2,Function,0.18270777,ADP
50,50Bw11,18,2,Bw11,Middle2,Middle2,foot,foot,foot,11,4,Content,0.12460588,NOUN
50,50Bw12,19,2,Bw12,Middle2,Middle2,will,will,will,12,4,Function,0.280802,AUX
50,50Bw13,20,2,Bw13,Middle2,Middle2,cancel,cancel,cancel,13,6,Content,0.19020072,NOUN
50,50Bw14,21,2,Bw14,Middle2,Middle2,out,out,out,14,3,Function,0.29057828,ADP
50,50Bw15,22,2,Bw15,Middle2,Middle2,the,the,the,15,3,Function,0.22567777,PRON
50,50Bw16,23,2,Bw16,Middle2,Middle2,nighttime,nighttime,nighttime,16,9,Content,0.28588834,NOUN
50,50Bw17,24,2,Bw17,BEN-2,BEN-2,eating,eating,eating,17,6,Content,0.26798627,VERB
50,50Bw18,25,2,Bw18,BEN-1,BEN-1,and,and,and,18,3,Function,WordNotInVocabulary,CCONJ
50,50Bw19,26,2,Bw19,BEN,BEN,drinking.,drinking.,drinking,19,8,Content,0.28045288,NOUN
51,51Aw01,1,1,Aw01,Aw01,Aw01,Even,Even,Even,1,4,Content,,ADV
51,51Aw02,2,1,Aw02,Aw02,Aw02,if,if,if,2,2,Function,0.629241,SCONJ
51,51Aw03,3,1,Aw03,Aw03,Aw03,you,you,you,3,3,Function,0.37116888,PRON
51,51Aw04,4,1,Aw04,Middle1,Middle1,strive,strive,strive,4,6,Content,0.1401625,VERB
51,51Aw05,5,1,Aw05,Middle1,Middle1,for,for,for,5,3,Function,0.19795582,ADP
51,51Aw06,6,1,Aw06,Middle1,Middle1,a,a,a,6,1,Function,WordNotInVocabulary,INTJ
51,51Aw07,7,1,Aw07,Middle1,Middle1,sustainable,sustainable,sustainable,7,11,Content,0.28831384,ADJ
51,51Aw08,8,1,Aw08,Middle1,Middle1,lifestyle,lifestyle,lifestyle,8,9,Content,0.27507854,NOUN
51,51Aw09,9,1,Aw09,Middle1,Middle1,at,at,at,9,2,Function,0.0711917,ADP
51,51Aw10,10,1,Aw10,Middle1,Middle1,"home,","home,",home,10,4,Content,0.18816862,NOUN
51,51Aw11,11,1,Aw11,Middle1,Middle1,it,it,it,11,2,Function,0.3108195,PRON
51,51Aw12,12,1,Aw12,Middle1,Middle1,may,may,may,12,3,Function,0.25101918,AUX
51,51Aw13,13,1,Aw13,Middle1,Middle1,be,be,be,13,2,Content,0.25450483,AUX
51,51Aw14,14,1,Aw14,Middle1,Middle1,tempting,tempting,tempting,14,8,Content,0.18718396,ADJ
51,51Aw15,15,1,Aw15,Middle1,Middle1,to,to,to,15,2,Function,WordNotInVocabulary,ADP
51,51Aw16,16,1,Aw16,Middle1,Middle1,avoid,avoid,avoid,16,5,Content,0.2335687,VERB
51,51Aw17,17,1,Aw17,Middle1,Middle1,thinking,thinking,thinking,17,8,Content,0.36676162,VERB
51,51Aw18,18,1,Aw18,Middle1,Middle1,about,about,about,18,5,Function,0.1824022,ADP
51,51Aw19,19,1,Aw19,Middle1,Middle1,the,the,the,19,3,Function,0.31196868,PRON
51,51Aw20,20,1,Aw20,Middle1,Middle1,impact,impact,impact,20,6,Content,0.20135215,NOUN
51,51Aw21,21,1,Aw21,Middle1,Middle1,your,your,your,21,4,Function,0.34611326,PRON
51,51Aw22,22,1,Aw22,Middle1,Middle1,travels,travels,travels,22,7,Content,0.19058183,NOUN
51,51Aw23,23,1,Aw23,Middle1,Middle1,could,could,could,23,5,Function,0.38281012,AUX
51,51Aw24,24,1,Aw24,Middle1,Middle1,have,have,have,24,4,Content,0.32057706,VERB
51,51Aw25,25,1,Aw25,AEN-2,AEN-2,on,on,on,25,2,Function,0.2623653,ADP
51,51Aw26,26,1,Aw26,AEN-1,AEN-1,the,the,the,26,3,Function,0.3471755,PRON
51,51Aw27,27,1,Aw27,AEN,AEN,environment.,environment.,environment,27,11,Content,0.3607225,NOUN
51,51Bw01,28,2,Bw01,Bw01,Bw01,No,No,No,1,2,Function,,INTJ
51,51Bw02,29,2,Bw02,Bw02,Bw02,one,one,one,2,3,Content,NA,NUM
51,51Bw03,30,2,Bw03,Bw03,Bw03,wants,wants,wants,3,5,Content,NA,NOUN
51,51Bw04,31,2,Bw04,Middle2,Middle2,to,to,to,4,2,Function,WordNotInVocabulary,ADP
51,51Bw05,32,2,Bw05,Middle2,Middle2,feel,feel,feel,5,4,Content,0.15826643,VERB
51,51Bw06,33,2,Bw06,BEN-2,BEN-2,guilty,guilty,guilty,6,6,Content,0.13063842,NOUN
51,51Bw07,34,2,Bw07,BEN-1,BEN-1,on,on,on,7,2,Function,0.0856378,ADP
51,51Bw08,35,2,Bw08,BEN,BEN,vacation.,vacation.,vacation,8,8,Content,0.17123032,NOUN
52,52Aw01,1,1,Aw01,Aw01,Aw01,Great,Great,Great,1,5,Content,,ADJ
52,52Aw02,2,1,Aw02,Aw02,Aw02,snow,snow,snow,2,4,Content,0.10010057,PROPN
52,52Aw03,3,1,Aw03,Aw03,Aw03,conditions,conditions,conditions,3,10,Content,0.16587299,NOUN
52,52Aw04,4,1,Aw04,Middle1,Middle1,can,can,can,4,3,Function,0.15179525,AUX
52,52Aw05,5,1,Aw05,Middle1,Middle1,make,make,make,5,4,Content,0.15706623,VERB
52,52Aw06,6,1,Aw06,Middle1,Middle1,a,a,a,6,1,Function,WordNotInVocabulary,INTJ
52,52Aw07,7,1,Aw07,AEN-2,AEN-2,ski,ski,ski,7,3,Content,0.35777864,PROPN
52,52Aw08,8,1,Aw08,AEN-1,AEN-1,trip,trip,trip,8,4,Content,0.22452812,NOUN
52,52Aw09,9,1,Aw09,AEN,AEN,magical.,magical.,magical,9,7,Content,0.24289727,ADJ
52,52Bw01,10,2,Bw01,Bw01,Bw01,Skiers,Skiers,Skiers,1,6,Content,,NOUN
52,52Bw02,11,2,Bw02,Bw02,Bw02,can,can,can,2,3,Function,0.043355517,AUX
52,52Bw03,12,2,Bw03,Bw03,Bw03,weight,weight,weight,3,6,Content,0.06132919,NOUN
52,52Bw04,13,2,Bw04,Middle2,Middle2,the,the,the,4,3,Function,0.15436941,PRON
52,52Bw05,14,2,Bw05,Middle2,Middle2,odds,odds,odds,5,4,Content,0.13325171,NOUN
52,52Bw06,15,2,Bw06,Middle2,Middle2,in,in,in,6,2,Function,0.08367115,ADP
52,52Bw07,16,2,Bw07,Middle2,Middle2,their,their,their,7,5,Function,0.16430086,PRON
52,52Bw08,17,2,Bw08,Middle2,Middle2,favor,favor,favor,8,5,Content,0.21944535,NOUN
52,52Bw09,18,2,Bw09,Middle2,Middle2,by,by,by,9,2,Function,0.101161376,ADP
52,52Bw10,19,2,Bw10,Middle2,Middle2,picking,picking,picking,10,7,Content,0.13755305,NOUN
52,52Bw11,20,2,Bw11,Middle2,Middle2,their,their,their,11,5,Function,0.2376826,PRON
52,52Bw12,21,2,Bw12,Middle2,Middle2,destinations,destinations,destinations,12,12,Content,0.19776066,NOUN
52,52Bw13,22,2,Bw13,Middle2,Middle2,according,according,according,13,9,Content,0.14451681,VERB
52,52Bw14,23,2,Bw14,Middle2,Middle2,to,to,to,14,2,Function,WordNotInVocabulary,ADP
52,52Bw15,24,2,Bw15,Middle2,Middle2,the,the,the,15,3,Function,0.28139895,PRON
52,52Bw16,25,2,Bw16,BEN-2,BEN-2,time,time,time,16,4,Content,0.23844102,NOUN
52,52Bw17,26,2,Bw17,BEN-1,BEN-1,of,of,of,17,2,Function,WordNotInVocabulary,ADP
52,52Bw18,27,2,Bw18,BEN,BEN,winter.,winter.,winter,18,6,Content,0.31256488,NOUN
53,53Aw01,1,1,Aw01,Aw01,Aw01,Tent,Tent,Tent,1,4,Content,,NOUN
53,53Aw02,2,1,Aw02,Aw02,Aw02,camping,camping,camping,2,7,Content,0.41195944,NOUN
53,53Aw03,3,1,Aw03,Aw03,Aw03,should,should,should,3,6,Function,0.024045995,AUX
53,53Aw04,4,1,Aw04,Middle1,Middle1,be,be,be,4,2,Content,0.044064537,AUX
53,53Aw05,5,1,Aw05,Middle1,Middle1,one,one,one,5,3,Function,0.21506806,NUM
53,53Aw06,6,1,Aw06,Middle1,Middle1,of,of,of,6,2,Function,WordNotInVocabulary,ADP
53,53Aw07,7,1,Aw07,Middle1,Middle1,the,the,the,7,3,Function,0.1941626,PRON
53,53Aw08,8,1,Aw08,Middle1,Middle1,cheapest,cheapest,cheapest,8,8,Content,0.13427725,ADJ
53,53Aw09,9,1,Aw09,Middle1,Middle1,forms,forms,forms,9,5,Content,0.11630558,NOUN
53,53Aw10,10,1,Aw10,Middle1,Middle1,of,of,of,10,2,Function,WordNotInVocabulary,ADP
53,53Aw11,11,1,Aw11,Middle1,Middle1,"travel,","travel,",travel,11,6,Content,0.29174712,NOUN
53,53Aw12,12,1,Aw12,Middle1,Middle1,subject,subject,subject,12,7,Content,0.09413365,NOUN
53,53Aw13,13,1,Aw13,Middle1,Middle1,to,to,to,13,2,Function,WordNotInVocabulary,ADP
53,53Aw14,14,1,Aw14,Middle1,Middle1,nominal,nominal,nominal,14,7,Content,0.22997947,ADJ
53,53Aw15,15,1,Aw15,Middle1,Middle1,campsite,campsite,campsite,15,8,Content,0.4594464,NOUN
53,53Aw16,16,1,Aw16,Middle1,Middle1,and,and,and,16,3,Function,WordNotInVocabulary,CCONJ
53,53Aw17,17,1,Aw17,AEN-2,AEN-2,park,park,park,17,4,Content,0.42439353,NOUN
53,53Aw18,18,1,Aw18,AEN-1,AEN-1,admission,admission,admission,18,9,Content,0.2935042,NOUN
53,53Aw19,19,1,Aw19,AEN,AEN,fees.,fees.,fees,19,4,Content,0.33727342,NOUN
53,53Bw01,20,2,Bw01,Bw01,Bw01,"But,","But,",But,1,3,Function,,CCONJ
53,53Bw02,21,2,Bw02,Bw02,Bw02,short,short,short,2,5,Content,NA,ADJ
53,53Bw03,22,2,Bw03,Bw03,Bw03,of,of,of,3,2,Function,WordNotInVocabulary,ADP
53,53Bw04,23,2,Bw04,Middle2,Middle2,borrowing,borrowing,borrowing,4,9,Content,0.20187347,NOUN
53,53Bw05,24,2,Bw05,Middle2,Middle2,"gear,","gear,",gear,5,4,Content,0.051256098,NOUN
53,53Bw06,25,2,Bw06,Middle2,Middle2,bringing,bringing,bringing,6,8,Content,0.11426537,VERB
53,53Bw07,26,2,Bw07,Middle2,Middle2,your,your,your,7,4,Function,0.19680467,PRON
53,53Bw08,27,2,Bw08,Middle2,Middle2,own,own,own,8,3,Content,0.23705322,ADJ
53,53Bw09,28,2,Bw09,Middle2,Middle2,bedroll,bedroll,bedroll,9,7,Content,0.20446223,PROPN
53,53Bw10,29,2,Bw10,Middle2,Middle2,and,and,and,10,3,Function,WordNotInVocabulary,CCONJ
53,53Bw11,30,2,Bw11,Middle2,Middle2,shelter,shelter,shelter,11,7,Content,0.26707864,PROPN
53,53Bw12,31,2,Bw12,BEN-2,BEN-2,can,can,can,12,3,Function,0.19162005,AUX
53,53Bw13,32,2,Bw13,BEN-1,BEN-1,be,be,be,13,2,Content,0.13154346,AUX
53,53Bw14,33,2,Bw14,BEN,BEN,costly.,costly.,costly,14,6,Content,0.20886594,ADJ
54,54Aw01,1,1,Aw01,Aw01,Aw01,Family,Family,Family,1,6,Content,,NOUN
54,54Aw02,2,1,Aw02,Aw02,Aw02,separations,separations,separations,2,11,Content,0.18171813,NOUN
54,54Aw03,3,1,Aw03,Aw03,Aw03,at,at,at,3,2,Function,0.006818326,ADP
54,54Aw04,4,1,Aw04,Middle1,Middle1,the,the,the,4,3,Function,0.03590604,PRON
54,54Aw05,5,1,Aw05,Middle1,Middle1,border,border,border,5,6,Content,0.14985737,NOUN
54,54Aw06,6,1,Aw06,Middle1,Middle1,are,are,are,6,3,Content,0.14208643,AUX
54,54Aw07,7,1,Aw07,Middle1,Middle1,not,not,not,7,3,Content,0.22284953,PART
54,54Aw08,8,1,Aw08,Middle1,Middle1,the,the,the,8,3,Function,0.22366536,PRON
54,54Aw09,9,1,Aw09,Middle1,Middle1,only,only,only,9,4,Content,0.25809315,ADV
54,54Aw10,10,1,Aw10,Middle1,Middle1,crisis,crisis,crisis,10,6,Content,0.14640062,NOUN
54,54Aw11,11,1,Aw11,AEN-2,AEN-2,immigrant,immigrant,immigrant,11,9,Content,0.2708103,ADJ
54,54Aw12,12,1,Aw12,AEN-1,AEN-1,children,children,children,12,8,Content,0.36814827,NOUN
54,54Aw13,13,1,Aw13,AEN,AEN,face.,face.,face,13,4,Content,0.15566535,NOUN
54,54Bw01,14,2,Bw01,Bw01,Bw01,Children,Children,Children,1,8,Content,,NOUN
54,54Bw02,15,2,Bw02,Bw02,Bw02,who,who,who,2,3,Function,0.16315363,PRON
54,54Bw03,16,2,Bw03,Bw03,Bw03,were,were,were,3,4,Content,0.15343612,AUX
54,54Bw04,17,2,Bw04,Middle2,Middle2,taken,taken,taken,4,5,Content,0.17655428,VERB
54,54Bw05,18,2,Bw05,Middle2,Middle2,from,from,from,5,4,Function,0.26834267,ADP
54,54Bw06,19,2,Bw06,Middle2,Middle2,their,their,their,6,5,Function,0.34629825,PRON
54,54Bw07,20,2,Bw07,Middle2,Middle2,"parents,","parents,",parents,7,7,Content,0.51298153,NOUN
54,54Bw08,21,2,Bw08,Middle2,Middle2,or,or,or,8,2,Function,0.18130533,CCONJ
54,54Bw09,22,2,Bw09,Middle2,Middle2,who,who,who,9,3,Function,0.19951794,PRON
54,54Bw10,23,2,Bw10,Middle2,Middle2,crossed,crossed,crossed,10,7,Content,0.16007614,VERB
54,54Bw11,24,2,Bw11,Middle2,Middle2,the,the,the,11,3,Function,0.23016883,PRON
54,54Bw12,25,2,Bw12,Middle2,Middle2,border,border,border,12,6,Content,0.22953495,NOUN
54,54Bw13,26,2,Bw13,Middle2,Middle2,"alone,","alone,",alone,13,5,Content,0.25971624,ADV
54,54Bw14,27,2,Bw14,Middle2,Middle2,also,also,also,14,4,Content,0.1872663,ADV
54,54Bw15,28,2,Bw15,Middle2,Middle2,go,go,go,15,2,Content,0.3151625,VERB
54,54Bw16,29,2,Bw16,Middle2,Middle2,to,to,to,16,2,Function,WordNotInVocabulary,ADP
54,54Bw17,30,2,Bw17,Middle2,Middle2,their,their,their,17,5,Function,0.3600895,PRON
54,54Bw18,31,2,Bw18,BEN-2,BEN-2,immigration,immigration,immigration,18,11,Content,0.25051618,NOUN
54,54Bw19,32,2,Bw19,BEN-1,BEN-1,hearings,hearings,hearings,19,8,Content,0.15976103,NOUN
54,54Bw20,33,2,Bw20,BEN,BEN,alone.,alone.,alone,20,5,Content,0.4107377,ADV
55,55Aw01,1,1,Aw01,Aw01,Aw01,Winning,Winning,Winning,1,7,Content,,PROPN
55,55Aw02,2,1,Aw02,Aw02,Aw02,civil,civil,civil,2,5,Content,0.055553477,ADJ
55,55Aw03,3,1,Aw03,Aw03,Aw03,rights,rights,rights,3,6,Content,0.13839005,NOUN
55,55Aw04,4,1,Aw04,AEN-2,AEN-2,is,is,is,4,2,Content,0.10655046,AUX
55,55Aw05,5,1,Aw05,AEN-1,AEN-1,never,never,never,5,5,Content,0.16533391,ADV
55,55Aw06,6,1,Aw06,AEN,AEN,easy.,easy.,easy,6,4,Content,0.14760716,ADJ
55,55Bw01,7,2,Bw01,Bw01,Bw01,The,The,The,1,3,Function,,PRON
55,55Bw02,8,2,Bw02,Bw02,Bw02,fight,fight,fight,2,5,Content,NA,NOUN
55,55Bw03,9,2,Bw03,Bw03,Bw03,can,can,can,3,3,Function,0.09488822,AUX
55,55Bw04,10,2,Bw04,Middle2,Middle2,stretch,stretch,stretch,4,7,Content,0.19825864,NOUN
55,55Bw05,11,2,Bw05,Middle2,Middle2,on,on,on,5,2,Function,0.1461567,ADP
55,55Bw06,12,2,Bw06,Middle2,Middle2,for,for,for,6,3,Function,0.096083604,ADP
55,55Bw07,13,2,Bw07,Middle2,Middle2,decades,decades,decades,7,7,Content,0.1268583,NOUN
55,55Bw08,14,2,Bw08,Middle2,Middle2,and,and,and,8,3,Function,WordNotInVocabulary,CCONJ
55,55Bw09,15,2,Bw09,Middle2,Middle2,include,include,include,9,7,Content,-0.06550167,NOUN
55,55Bw10,16,2,Bw10,Middle2,Middle2,setbacks,setbacks,setbacks,10,8,Content,0.2700094,NOUN
55,55Bw11,17,2,Bw11,Middle2,Middle2,that,that,that,11,4,Function,0.2247984,SCONJ
55,55Bw12,18,2,Bw12,Middle2,Middle2,feel,feel,feel,12,4,Content,0.18284096,VERB
55,55Bw13,19,2,Bw13,BEN-2,BEN-2,like,like,like,13,4,Function,0.30434403,INTJ
55,55Bw14,20,2,Bw14,BEN-1,BEN-1,utter,utter,utter,14,5,Content,0.12950054,NOUN
55,55Bw15,21,2,Bw15,BEN,BEN,defeat.,defeat.,defeat,15,6,Content,0.36359987,NOUN
56,56Aw01,1,1,Aw01,Aw01,Aw01,For,For,For,1,3,Function,,ADP
56,56Aw02,2,1,Aw02,Aw02,Aw02,the,the,the,2,3,Function,NA,PRON
56,56Aw03,3,1,Aw03,Aw03,Aw03,rural,rural,rural,3,5,Content,NA,ADJ
56,56Aw04,4,1,Aw04,Middle1,Middle1,firefighters,firefighters,firefighters,4,12,Content,0.13694699,NOUN
56,56Aw05,5,1,Aw05,Middle1,Middle1,of,of,of,5,2,Function,WordNotInVocabulary,ADP
56,56Aw06,6,1,Aw06,Middle1,Middle1,"Australia,","Australia,",Australia,6,9,Content,0.001870655,PROPN
56,56Aw07,7,1,Aw07,Middle1,Middle1,no,no,no,7,2,Function,0.0953779,INTJ
56,56Aw08,8,1,Aw08,Middle1,Middle1,donation,donation,donation,8,8,Content,0.02005153,NOUN
56,56Aw09,9,1,Aw09,AEN-2,AEN-2,is,is,is,9,2,Content,0.05667355,AUX
56,56Aw10,10,1,Aw10,AEN-1,AEN-1,too,too,too,10,3,Content,0.13364229,ADV
56,56Aw11,11,1,Aw11,AEN,AEN,small.,small.,small,11,5,Content,0.32815194,ADJ
56,56Bw01,12,2,Bw01,Bw01,Bw01,They,They,They,1,4,Function,,PRON
56,56Bw02,13,2,Bw02,Bw02,Bw02,have,have,have,2,4,Content,NA,VERB
56,56Bw03,14,2,Bw03,Bw03,Bw03,long,long,long,3,4,Content,0.2685122,ADJ
56,56Bw04,15,2,Bw04,Middle2,Middle2,been,been,been,4,4,Content,0.47719434,AUX
56,56Bw05,16,2,Bw05,Middle2,Middle2,known,known,known,5,5,Content,0.23621963,VERB
56,56Bw06,17,2,Bw06,Middle2,Middle2,to,to,to,6,2,Function,WordNotInVocabulary,ADP
56,56Bw07,18,2,Bw07,Middle2,Middle2,canvass,canvass,canvass,7,7,Content,0.038222358,PROPN
56,56Bw08,19,2,Bw08,Middle2,Middle2,for,for,for,8,3,Function,0.35203514,ADP
56,56Bw09,20,2,Bw09,Middle2,Middle2,dollars,dollars,dollars,9,7,Content,0.11160956,NOUN
56,56Bw10,21,2,Bw10,Middle2,Middle2,and,and,and,10,3,Function,WordNotInVocabulary,CCONJ
56,56Bw11,22,2,Bw11,Middle2,Middle2,cents,cents,cents,11,5,Content,0.19788681,NOUN
56,56Bw12,23,2,Bw12,Middle2,Middle2,in,in,in,12,2,Function,0.2757363,ADP
56,56Bw13,24,2,Bw13,Middle2,Middle2,town,town,town,13,4,Content,0.09696714,NOUN
56,56Bw14,25,2,Bw14,Middle2,Middle2,"markets,","markets,",markets,14,7,Content,0.15053125,NOUN
56,56Bw15,26,2,Bw15,Middle2,Middle2,and,and,and,15,3,Function,WordNotInVocabulary,CCONJ
56,56Bw16,27,2,Bw16,Middle2,Middle2,their,their,their,16,5,Function,0.25835475,PRON
56,56Bw17,28,2,Bw17,Middle2,Middle2,collection,collection,collection,17,10,Content,0.143468,NOUN
56,56Bw18,29,2,Bw18,Middle2,Middle2,tins,tins,tins,18,4,Content,0.2946009,PROPN
56,56Bw19,30,2,Bw19,Middle2,Middle2,are,are,are,19,3,Content,0.27950385,AUX
56,56Bw20,31,2,Bw20,Middle2,Middle2,fondly,fondly,fondly,20,6,Content,0.13131924,ADV
56,56Bw21,32,2,Bw21,Middle2,Middle2,displayed,displayed,displayed,21,9,Content,0.1584494,VERB
56,56Bw22,33,2,Bw22,BEN-2,BEN-2,in,in,in,22,2,Function,0.28216702,ADP
56,56Bw23,34,2,Bw23,BEN-1,BEN-1,local,local,local,23,5,Content,0.31219608,ADJ
56,56Bw24,35,2,Bw24,BEN,BEN,storefronts.,storefronts.,storefronts,24,11,Content,0.2988857,NOUN
57,57Aw01,1,1,Aw01,Aw01,Aw01,Our,Our,Our,1,3,Function,,PRON
57,57Aw02,2,1,Aw02,Aw02,Aw02,relationship,relationship,relationship,2,12,Content,NA,NOUN
